Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,0.225572,2025-04-10 15:18:16,8.22
0.0022222222222222222,0.002222,1.93891,2025-04-10 15:18:18,8.22
0.0044444444444444444,0.004444,1.99531,2025-04-10 15:18:21,8.22
0.006666666666666666,0.006667,2.0393,2025-04-10 15:18:24,8.22
0.008888888888888889,0.008889,2.0781,2025-04-10 15:18:26,8.22
0.011111111111111112,0.01111,2.11439,2025-04-10 15:18:29,8.22
0.013333333333333332,0.01333,2.14904,2025-04-10 15:18:31,8.22
0.015555555555555555,0.01556,2.18263,2025-04-10 15:18:34,8.22
0.017777777777777778,0.01778,2.2152,2025-04-10 15:18:36,8.22
0.02,0.02,2.24677,2025-04-10 15:18:39,8.22
