Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-8.2e-05,2025-03-28 15:17:54,-80.51
0.0022222222222222222,0.002222,1.91274,2025-03-28 15:17:56,-80.51
0.0044444444444444444,0.004444,2.07042,2025-03-28 15:17:59,-80.51
0.006666666666666666,0.006667,2.15046,2025-03-28 15:18:01,-80.51
0.008888888888888889,0.008889,2.21184,2025-03-28 15:18:04,-80.51
0.011111111111111112,0.01111,2.26159,2025-03-28 15:18:06,-80.51
0.013333333333333332,0.01333,2.30211,2025-03-28 15:18:09,-80.51
0.015555555555555555,0.01556,2.33465,2025-03-28 15:18:12,-80.51
0.017777777777777778,0.01778,2.36001,2025-03-28 15:18:14,-80.51
0.02,0.02,2.37948,2025-03-28 15:18:17,-80.51
