Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,0.0054778,2025-03-28 15:46:42,19.41
0.0022222222222222222,0.002222,1.70461,2025-03-28 15:46:45,19.41
0.0044444444444444444,0.004444,1.83661,2025-03-28 15:46:47,19.41
0.006666666666666666,0.006667,1.8863,2025-03-28 15:46:50,19.41
0.008888888888888889,0.008889,1.92137,2025-03-28 15:46:52,19.41
0.011111111111111112,0.01111,1.94943,2025-03-28 15:46:55,19.41
0.013333333333333332,0.01333,1.97322,2025-03-28 15:46:57,19.41
0.015555555555555555,0.01556,1.9941,2025-03-28 15:47:00,19.41
0.017777777777777778,0.01778,2.01262,2025-03-28 15:47:02,19.41
0.02,0.02,2.0292,2025-03-28 15:47:05,19.41
