Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-3.9e-06,2025-03-26 14:37:19,-100
0.0022222222222222222,0.002222,1.84465,2025-03-26 14:37:21,-100
0.0044444444444444444,0.004444,2.08476,2025-03-26 14:37:24,-100
0.006666666666666666,0.006667,2.17467,2025-03-26 14:37:27,-100
0.008888888888888889,0.008889,2.24604,2025-03-26 14:37:29,-100
0.011111111111111112,0.01111,2.30759,2025-03-26 14:37:32,-100
0.013333333333333332,0.01333,2.36109,2025-03-26 14:37:34,-100
0.015555555555555555,0.01556,2.40576,2025-03-26 14:37:37,-100
0.017777777777777778,0.01778,2.44024,2025-03-26 14:37:39,-100
0.02,0.02,2.46559,2025-03-26 14:37:42,-100
