Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,0.0001956,2025-03-26 15:28:38,-140
0.0022222222222222222,0.002222,1.92698,2025-03-26 15:28:41,-140
0.0044444444444444444,0.004444,2.18363,2025-03-26 15:28:43,-140
0.006666666666666666,0.006667,2.28861,2025-03-26 15:28:46,-140
0.008888888888888889,0.008889,2.38452,2025-03-26 15:28:48,-140
0.011111111111111112,0.01111,2.57919,2025-03-26 15:28:51,-140
0.013333333333333332,0.01333,2.82436,2025-03-26 15:28:54,-140
0.015555555555555555,0.01556,2.95062,2025-03-26 15:28:56,-140
0.017777777777777778,0.01778,2.99542,2025-03-26 15:28:59,-140
0.02,0.02,3.0204,2025-03-26 15:29:01,-140
