Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-0.0703475,2025-03-26 11:48:36,20
0.0022222222222222222,0.002222,1.56631,2025-03-26 11:48:39,20
0.0044444444444444444,0.004444,1.80651,2025-03-26 11:48:42,20
0.006666666666666666,0.006667,1.86134,2025-03-26 11:48:44,20
0.008888888888888889,0.008889,1.8975,2025-03-26 11:48:47,20
0.011111111111111112,0.01111,1.92571,2025-03-26 11:48:49,20
0.013333333333333332,0.01333,1.94915,2025-03-26 11:48:52,20
0.015555555555555555,0.01556,1.9695,2025-03-26 11:48:54,20
0.017777777777777778,0.01778,1.9873,2025-03-26 11:48:57,20
0.02,0.02,2.00321,2025-03-26 11:49:00,20
