Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-0.0003289,2025-03-26 14:20:54,-60
0.0022222222222222222,0.002222,1.75569,2025-03-26 14:20:57,-60
0.0044444444444444444,0.004444,1.98469,2025-03-26 14:21:00,-60
0.006666666666666666,0.006667,2.05486,2025-03-26 14:21:02,-60
0.008888888888888889,0.008889,2.10432,2025-03-26 14:21:05,-60
0.011111111111111112,0.01111,2.14278,2025-03-26 14:21:07,-60
0.013333333333333332,0.01333,2.1739,2025-03-26 14:21:10,-60
0.015555555555555555,0.01556,2.19959,2025-03-26 14:21:12,-60
0.017777777777777778,0.01778,2.22082,2025-03-26 14:21:15,-60
0.02,0.02,2.23852,2025-03-26 14:21:17,-60
