Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,1.2526,2025-04-10 14:02:49,23.84
0.0022222222222222222,0.002222,1.91332,2025-04-10 14:02:52,23.84
0.0044444444444444444,0.004444,1.97137,2025-04-10 14:02:54,23.84
0.006666666666666666,0.006667,2.01658,2025-04-10 14:02:57,23.84
0.008888888888888889,0.008889,2.05654,2025-04-10 14:02:59,23.84
0.011111111111111112,0.01111,2.09361,2025-04-10 14:03:02,23.84
0.013333333333333332,0.01333,2.12885,2025-04-10 14:03:04,23.84
0.015555555555555555,0.01556,2.16296,2025-04-10 14:03:07,23.84
0.017777777777777778,0.01778,2.19591,2025-04-10 14:03:10,23.84
0.02,0.02,2.22808,2025-04-10 14:03:12,23.84
