Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-0.0001058,2025-04-10 13:52:15,
0.0022222222222222222,0.002222,1.74053,2025-04-10 13:52:18,
0.0044444444444444444,0.004444,1.84042,2025-04-10 13:52:21,
0.006666666666666666,0.006667,1.88687,2025-04-10 13:52:23,
0.008888888888888889,0.008889,1.92051,2025-04-10 13:52:26,
0.011111111111111112,0.01111,1.94773,2025-04-10 13:52:28,
0.013333333333333332,0.01333,1.97085,2025-04-10 13:52:31,
0.015555555555555555,0.01556,1.99121,2025-04-10 13:52:33,
0.017777777777777778,0.01778,2.00924,2025-04-10 13:52:36,
0.02,0.02,2.02549,2025-04-10 13:52:38,
