Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,0.332956,2025-04-10 15:22:03,16.17
0.0022222222222222222,0.002222,1.92312,2025-04-10 15:22:06,16.17
0.0044444444444444444,0.004444,1.98067,2025-04-10 15:22:08,16.17
0.006666666666666666,0.006667,2.02538,2025-04-10 15:22:11,16.17
0.008888888888888889,0.008889,2.06493,2025-04-10 15:22:13,16.17
0.011111111111111112,0.01111,2.10165,2025-04-10 15:22:16,16.17
0.013333333333333332,0.01333,2.13658,2025-04-10 15:22:19,16.17
0.015555555555555555,0.01556,2.17049,2025-04-10 15:22:21,16.17
0.017777777777777778,0.01778,2.20324,2025-04-10 15:22:24,16.17
0.02,0.02,2.23527,2025-04-10 15:22:26,16.17
