Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-4.49e-05,2025-03-28 15:19:49,-72.57
0.0022222222222222222,0.002222,1.89563,2025-03-28 15:19:51,-72.57
0.0044444444444444444,0.004444,2.0502,2025-03-28 15:19:54,-72.57
0.006666666666666666,0.006667,2.12589,2025-03-28 15:19:56,-72.57
0.008888888888888889,0.008889,2.18244,2025-03-28 15:19:59,-72.57
0.011111111111111112,0.01111,2.22744,2025-03-28 15:20:01,-72.57
0.013333333333333332,0.01333,2.2637,2025-03-28 15:20:04,-72.57
0.015555555555555555,0.01556,2.29299,2025-03-28 15:20:06,-72.57
0.017777777777777778,0.01778,2.31607,2025-03-28 15:20:09,-72.57
0.02,0.02,2.33441,2025-03-28 15:20:12,-72.57
