Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,1.062644,2025-03-25 15:42:19,20
0.0022222222222222222,0.002222,99.9737,2025-03-25 15:42:21,20
0.0044444444444444444,0.004444,99.9739,2025-03-25 15:42:24,20
0.006666666666666666,0.006667,99.9742,2025-03-25 15:42:26,20
0.008888888888888889,0.008889,99.9746,2025-03-25 15:42:29,20
0.011111111111111112,0.01111,99.9743,2025-03-25 15:42:32,20
0.013333333333333332,0.01333,99.9749,2025-03-25 15:42:34,20
0.015555555555555555,0.01556,99.9134,2025-03-25 15:42:37,20
0.017777777777777778,0.01778,99.9214,2025-03-25 15:42:39,20
0.02,0.02,99.938,2025-03-25 15:42:42,20
